flight_id,flight_date,month,season,day_of_week,airline,aircraft_type,origin_airport,destination_airport,route,distance_km,scheduled_departure,departure_delay_min,arrival_delay_min,actual_elapsed_min,scheduled_duration_min,delay_cause,cancelled,passengers_onboard,ticket_price_gbp,satisfaction_score
FL10147,2023-01-17,1,Winter,Tuesday,AeroSwift,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,06:45,26.0,37.0,118.0,85,Crew Availability,0,185.0,49.0,4.1
FL10756,2023-01-17,1,Winter,Tuesday,Atlantic Wings,Boeing 777,Birmingham,Istanbul,Birmingham → Istanbul,2680,17:00,20.0,23.0,230.0,210,Weather,0,319.0,183.95,3.7
FL14265,2023-01-17,1,Winter,Tuesday,AeroSwift,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,11:15,0.0,0.0,151.0,145,On Time,0,412.0,140.38,
FL10105,2023-01-17,1,Winter,Tuesday,Atlantic Wings,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,15:55,0.0,5.0,50.0,50,On Time,0,374.0,49.0,4.2
FL11580,2023-01-17,1,Winter,Tuesday,Atlantic Wings,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,13:40,49.0,52.0,108.0,50,Crew Availability,0,331.0,83.08,2.3
FL14471,2023-01-18,1,Winter,Wednesday,NovaStar,Embraer E190,Glasgow,Dublin,Glasgow → Dublin,220,19:25,10.0,2.0,55.0,50,Air Traffic Control,0,232.0,49.0,4.2
FL11090,2023-01-18,1,Winter,Wednesday,NovaStar,Boeing 787,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,22:40,1.0,0.0,433.0,430,Weather,0,84.0,323.03,4.4
FL11428,2023-01-18,1,Winter,Wednesday,NovaStar,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,17:35,18.0,25.0,167.0,135,Technical,0,375.0,95.85,3.0
FL14694,2023-01-18,1,Winter,Wednesday,PolarAir,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,21:30,25.0,35.0,247.0,210,Late Aircraft,0,353.0,170.09,3.3
FL13122,2023-01-18,1,Winter,Wednesday,NovaStar,Airbus A380,Birmingham,Istanbul,Birmingham → Istanbul,2680,13:00,0.0,12.0,219.0,210,On Time,0,239.0,174.74,4.6
FL13125,2023-01-18,1,Winter,Wednesday,PolarAir,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,20:40,9.0,24.0,162.0,130,Crew Availability,0,,147.29,3.1
FL13707,2023-01-19,1,Winter,Thursday,AeroSwift,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,07:35,48.0,45.0,470.0,415,Late Aircraft,0,351.0,343.59,3.4
FL14619,2023-01-19,1,Winter,Thursday,Atlantic Wings,,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,06:10,8.0,11.0,431.0,420,Technical,0,186.0,379.43,3.8
FL11457,2023-01-19,1,Winter,Thursday,CloudJet,Embraer E190,London Heathrow,Dubai,London Heathrow → Dubai,5490,10:00,47.0,44.0,463.0,415,Air Traffic Control,0,160.0,336.59,3.0
FL14634,2023-01-19,1,Winter,Thursday,Atlantic Wings,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,22:05,8.0,23.0,462.0,430,Late Aircraft,0,415.0,421.81,3.6
FL14955,2023-01-19,1,Winter,Thursday,SkyWing Air,Embraer E190,Glasgow,Dublin,Glasgow → Dublin,220,18:55,17.0,15.0,61.0,50,Security,0,72.0,49.0,4.4
FL13100,2023-01-19,1,Winter,Thursday,PolarAir,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,12:30,11.0,13.0,155.0,135,Crew Availability,0,387.0,152.92,3.7
FL12685,2023-01-19,1,Winter,Thursday,AeroSwift,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,21:45,17.0,23.0,174.0,145,Technical,0,401.0,78.1,3.3
FL13860,2023-01-19,1,Winter,Thursday,Atlantic Wings,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,13:50,41.0,40.0,464.0,420,Air Traffic Control,0,357.0,359.59,3.0
FL12087,2023-01-19,1,Winter,Thursday,SkyWing Air,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,09:45,34.0,34.0,164.0,135,Security,0,,140.93,2.7
FL14114,2023-01-19,1,Winter,Thursday,AeroSwift,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:35,13.0,11.0,428.0,420,Weather,0,228.0,274.22,3.3
FL13743,2023-01-20,1,Winter,Friday,CloudJet,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,10:05,38.0,42.0,180.0,135,Technical,0,315.0,68.3,2.9
FL13745,2023-01-20,1,Winter,Friday,NovaStar,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,09:25,25.0,20.0,166.0,145,Crew Availability,0,116.0,124.85,3.8
FL12171,2023-01-20,1,Winter,Friday,AeroSwift,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,11:55,6.0,15.0,71.0,50,Technical,0,295.0,49.0,3.1
FL11487,2023-01-20,1,Winter,Friday,AeroSwift,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,10:15,0.0,0.0,420.0,415,On Time,0,410.0,260.34,3.8
FL11927,2023-01-21,1,Winter,Saturday,PolarAir,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,12:45,,,,135,Security,1,309.0,61.68,2.0
FL11080,2023-01-21,1,Winter,Saturday,AeroSwift,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,09:40,35.0,29.0,772.0,745,Security,0,415.0,540.94,2.2
FL11611,2023-01-21,1,Winter,Saturday,AeroSwift,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,08:45,4.0,4.0,750.0,745,Technical,0,322.0,513.8,4.0
FL14327,2023-01-21,1,Winter,Saturday,NovaStar,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,10:20,0.0,0.0,141.0,145,On Time,0,414.0,138.81,4.4
FL14646,2023-01-21,1,Winter,Saturday,SkyWing Air,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:00,4.0,10.0,755.0,745,Technical,0,325.0,754.61,3.2
FL13946,2023-01-21,1,Winter,Saturday,NovaStar,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,15:40,0.0,0.0,83.0,85,On Time,0,309.0,49.0,4.7
FL13211,2023-01-22,1,Winter,Sunday,NovaStar,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,22:55,0.0,6.0,226.0,210,On Time,0,86.0,127.29,4.6
FL13112,2023-01-22,1,Winter,Sunday,NovaStar,Airbus A380,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,09:45,0.0,0.0,145.0,135,On Time,0,330.0,100.35,4.1
FL10928,2023-01-22,1,Winter,Sunday,PolarAir,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,17:35,6.0,15.0,157.0,135,Technical,0,124.0,105.24,4.3
FL13561,2023-01-22,1,Winter,Sunday,PolarAir,Boeing 787,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,08:35,76.0,82.0,168.0,85,Late Aircraft,0,366.0,49.0,2.8
FL14068,2023-01-22,1,Winter,Sunday,CloudJet,Airbus A380,Manchester,Barcelona,Manchester → Barcelona,1440,11:40,14.0,18.0,147.0,130,Technical,0,182.0,66.7,3.1
FL11569,2023-01-22,1,Winter,Sunday,NovaStar,Boeing 787,Glasgow,Dublin,Glasgow → Dublin,220,13:30,8.0,16.0,76.0,50,Crew Availability,0,81.0,49.0,3.9
FL14600,2023-01-22,1,Winter,Sunday,CloudJet,Boeing 777,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,13:40,12.0,23.0,106.0,85,Technical,0,142.0,49.0,3.9
FL12933,2023-01-23,1,Winter,Monday,PolarAir,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,14:35,2.0,2.0,141.0,135,Technical,0,354.0,121.01,4.0
FL13966,2023-01-23,1,Winter,Monday,Atlantic Wings,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,08:25,44.0,51.0,198.0,145,Late Aircraft,0,121.0,80.55,2.3
FL13701,2023-01-23,1,Winter,Monday,CloudJet,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,14:05,26.0,38.0,130.0,85,Late Aircraft,0,419.0,105.6,4.1
FL12902,2023-01-23,1,Winter,Monday,Atlantic Wings,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,14:50,63.0,63.0,489.0,420,Crew Availability,0,94.0,408.66,2.5
FL14765,2023-01-23,1,Winter,Monday,AeroSwift,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,13:15,48.0,56.0,205.0,145,Weather,0,88.0,102.97,2.2
FL12313,2023-01-23,1,Winter,Monday,CloudJet,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:05,46.0,48.0,798.0,745,Security,0,85.0,696.29,2.8
FL11095,2023-01-24,1,Winter,Tuesday,Atlantic Wings,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,13:20,28.0,28.0,438.0,415,Air Traffic Control,0,175.0,368.05,4.1
FL14316,2023-01-24,1,Winter,Tuesday,PolarAir,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,08:55,0.0,0.0,52.0,50,On Time,0,248.0,72.38,4.4
FL11626,2023-01-24,1,Winter,Tuesday,AeroSwift,Airbus A380,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,07:30,0.0,0.0,427.0,420,On Time,0,408.0,272.59,3.9
FL11437,2023-01-24,1,Winter,Tuesday,NovaStar,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,17:55,23.0,22.0,447.0,415,Technical,0,163.0,314.54,4.4
FL14882,2023-01-24,1,Winter,Tuesday,PolarAir,Boeing 787,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,12:10,11.0,13.0,104.0,85,Late Aircraft,0,150.0,107.0,3.9
FL12195,2023-01-24,1,Winter,Tuesday,Atlantic Wings,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,06:55,32.0,33.0,187.0,145,Air Traffic Control,0,345.0,124.0,3.3
FL11470,2023-01-25,1,Winter,Wednesday,SkyWing Air,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,12:55,33.0,27.0,167.0,135,Weather,0,177.0,87.84,2.1
FL12148,2023-01-25,1,Winter,Wednesday,AeroSwift,Boeing 777,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,09:10,5.0,4.0,149.0,135,Late Aircraft,0,337.0,71.62,3.8
FL11777,2023-01-25,1,Winter,Wednesday,Atlantic Wings,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,05:00,62.0,77.0,212.0,135,Weather,0,,116.58,2.4
FL13778,2023-01-25,1,Winter,Wednesday,Atlantic Wings,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,12:15,33.0,47.0,139.0,85,Air Traffic Control,0,230.0,49.18,2.0
FL14862,2023-01-25,1,Winter,Wednesday,SkyWing Air,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,07:05,0.0,8.0,432.0,420,On Time,0,131.0,431.18,
FL10939,2023-01-25,1,Winter,Wednesday,PolarAir,Boeing 787,Birmingham,Istanbul,Birmingham → Istanbul,2680,14:00,23.0,37.0,250.0,210,Air Traffic Control,0,289.0,152.09,4.5
FL10892,2023-01-25,1,Winter,Wednesday,Atlantic Wings,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,18:30,54.0,69.0,282.0,210,Late Aircraft,0,243.0,196.88,3.2
FL10581,2023-01-25,1,Winter,Wednesday,AeroSwift,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,09:15,15.0,8.0,155.0,145,Crew Availability,0,411.0,87.52,4.0
FL10975,2023-01-25,1,Winter,Wednesday,Atlantic Wings,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,05:15,59.0,65.0,196.0,135,Weather,0,348.0,122.56,3.3
FL10435,2023-01-26,1,Winter,Thursday,PolarAir,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,08:35,70.0,66.0,216.0,145,Weather,0,391.0,101.45,3.1
FL12234,2023-01-26,1,Winter,Thursday,CloudJet,Boeing 787,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,07:20,2.0,1.0,421.0,420,Security,0,321.0,337.98,4.4
FL13442,2023-01-26,1,Winter,Thursday,NovaStar,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,11:55,0.0,6.0,438.0,430,On Time,0,117.0,275.41,4.3
FL11930,2023-01-26,1,Winter,Thursday,NovaStar,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,07:25,4.0,12.0,156.0,145,Weather,0,368.0,109.42,3.3
FL12673,2023-01-26,1,Winter,Thursday,CloudJet,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,06:55,8.0,23.0,448.0,420,Weather,0,252.0,361.77,4.5
FL14852,2023-01-26,1,Winter,Thursday,AeroSwift,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,09:35,15.0,27.0,444.0,415,Air Traffic Control,0,180.0,265.47,3.9
FL13556,2023-01-26,1,Winter,Thursday,PolarAir,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,17:45,17.0,30.0,81.0,50,Technical,0,208.0,76.18,3.3
FL14089,2023-01-26,1,Winter,Thursday,Atlantic Wings,Airbus A380,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,08:30,5.0,1.0,86.0,85,Technical,0,129.0,49.0,3.4
FL10924,2023-01-26,1,Winter,Thursday,PolarAir,Embraer E190,London Heathrow,Dubai,London Heathrow → Dubai,5490,09:45,9.0,18.0,432.0,415,Technical,0,340.0,311.89,4.4
FL11758,2023-01-26,1,Winter,Thursday,NovaStar,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,15:10,0.0,5.0,417.0,415,On Time,0,238.0,323.56,4.8
FL12746,2023-01-27,1,Winter,Friday,Atlantic Wings,Boeing 787,Glasgow,Dublin,Glasgow → Dublin,220,08:25,35.0,31.0,86.0,50,Technical,0,308.0,67.74,2.8
FL12136,2023-01-27,1,Winter,Friday,AeroSwift,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,12:55,37.0,45.0,182.0,135,Weather,0,80.0,86.98,2.1
FL14547,2023-01-27,1,Winter,Friday,AeroSwift,Airbus A380,Birmingham,Istanbul,Birmingham → Istanbul,2680,05:55,48.0,56.0,275.0,210,Security,0,161.0,134.94,2.7
FL13233,2023-01-27,1,Winter,Friday,AeroSwift,,Bristol,Malaga,Bristol → Malaga,1620,10:00,10.0,9.0,153.0,145,Crew Availability,0,62.0,112.2,3.8
FL10770,2023-01-27,1,Winter,Friday,CloudJet,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,10:45,32.0,38.0,122.0,85,Security,0,292.0,49.0,2.4
FL13881,2023-01-27,1,Winter,Friday,NovaStar,Boeing 787,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,06:15,1.0,2.0,750.0,745,Crew Availability,0,239.0,555.36,3.3
FL14612,2023-01-28,1,Winter,Saturday,AeroSwift,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,21:45,45.0,49.0,189.0,145,Late Aircraft,0,136.0,100.2,3.2
FL13327,2023-01-28,1,Winter,Saturday,SkyWing Air,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,14:40,6.0,13.0,439.0,430,Late Aircraft,0,212.0,409.09,3.1
FL13723,2023-01-28,1,Winter,Saturday,PolarAir,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,16:35,17.0,18.0,103.0,85,Technical,0,278.0,49.0,3.7
FL13786,2023-01-28,1,Winter,Saturday,PolarAir,Embraer E190,Manchester,Barcelona,Manchester → Barcelona,1440,07:40,160.0,158.0,288.0,130,Crew Availability,0,197.0,96.52,1.5
FL14131,2023-01-28,1,Winter,Saturday,PolarAir,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,22:30,0.0,14.0,139.0,130,On Time,0,242.0,89.63,4.7
FL13289,2023-01-28,1,Winter,Saturday,NovaStar,Boeing 787,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,10:10,29.0,37.0,474.0,430,Air Traffic Control,0,331.0,277.81,4.3
FL12288,2023-01-28,1,Winter,Saturday,PolarAir,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:25,15.0,18.0,764.0,745,Security,0,248.0,649.26,4.3
FL14548,2023-01-28,1,Winter,Saturday,AeroSwift,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,07:30,0.0,0.0,145.0,135,On Time,0,289.0,61.96,5.0
FL11303,2023-01-28,1,Winter,Saturday,NovaStar,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,17:55,9.0,16.0,452.0,430,Technical,0,125.0,334.75,4.1
FL11084,2023-01-28,1,Winter,Saturday,Atlantic Wings,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,08:55,,,,145,Air Traffic Control,1,144.0,155.36,2.1
FL14128,2023-01-28,1,Winter,Saturday,CloudJet,Airbus A380,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,11:45,29.0,37.0,189.0,145,Technical,0,102.0,154.52,4.4
FL11659,2023-01-29,1,Winter,Sunday,SkyWing Air,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,22:00,24.0,19.0,452.0,430,Technical,0,333.0,351.36,3.5
FL13169,2023-01-29,1,Winter,Sunday,CloudJet,Boeing 777,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,05:10,64.0,56.0,146.0,85,Air Traffic Control,0,416.0,49.0,3.3
FL13357,2023-01-29,1,Winter,Sunday,AeroSwift,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,11:05,3.0,0.0,135.0,135,Weather,0,362.0,97.92,4.4
FL12443,2023-01-29,1,Winter,Sunday,Atlantic Wings,Embraer E190,Bristol,Malaga,Bristol → Malaga,1620,06:30,,,,145,Late Aircraft,1,199.0,74.87,2.4
FL10908,2023-01-29,1,Winter,Sunday,NovaStar,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,20:05,37.0,35.0,180.0,135,Crew Availability,0,153.0,108.0,2.8
FL14669,2023-01-29,1,Winter,Sunday,Atlantic Wings,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,16:40,143.0,147.0,567.0,420,Air Traffic Control,0,332.0,353.8,1.7
FL14752,2023-01-29,1,Winter,Sunday,SkyWing Air,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,07:45,5.0,11.0,106.0,85,Technical,0,269.0,49.0,3.1
FL14058,2023-01-30,1,Winter,Monday,PolarAir,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,10:10,29.0,24.0,116.0,85,Air Traffic Control,0,174.0,49.0,3.5
FL12514,2023-01-30,1,Winter,Monday,SkyWing Air,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,07:10,62.0,68.0,217.0,145,Late Aircraft,0,229.0,177.77,2.1
FL11761,2023-01-30,1,Winter,Monday,Atlantic Wings,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,09:35,28.0,42.0,467.0,415,Weather,0,305.0,424.56,3.6
FL14635,2023-01-30,1,Winter,Monday,SkyWing Air,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:05,0.0,5.0,758.0,745,On Time,0,128.0,775.07,4.2
FL11395,2023-01-30,1,Winter,Monday,Atlantic Wings,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,05:40,97.0,99.0,521.0,420,Late Aircraft,0,355.0,437.61,1.0
FL10490,2023-01-30,1,Winter,Monday,SkyWing Air,Embraer E190,Bristol,Malaga,Bristol → Malaga,1620,08:50,8.0,20.0,160.0,145,Air Traffic Control,0,228.0,156.92,4.5
FL12266,2023-01-31,1,Winter,Tuesday,CloudJet,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,11:55,90.0,95.0,512.0,415,Air Traffic Control,0,332.0,339.97,2.7
FL12410,2023-01-31,1,Winter,Tuesday,CloudJet,Boeing 787,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:35,28.0,35.0,452.0,420,Crew Availability,0,359.0,397.31,4.0
FL11643,2023-01-31,1,Winter,Tuesday,NovaStar,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,19:30,18.0,15.0,161.0,145,Weather,0,272.0,94.75,3.6
FL13320,2023-01-31,1,Winter,Tuesday,Atlantic Wings,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,07:55,,,,145,Late Aircraft,1,388.0,110.08,1.1
FL13058,2023-02-01,2,Winter,Wednesday,CloudJet,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,17:05,2.0,7.0,87.0,85,Security,0,,55.04,4.1
FL11390,2023-02-01,2,Winter,Wednesday,AeroSwift,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,09:15,19.0,13.0,99.0,85,Crew Availability,0,182.0,54.1,4.2
FL11538,2023-02-01,2,Winter,Wednesday,NovaStar,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,15:40,12.0,6.0,436.0,430,Late Aircraft,0,265.0,297.23,3.2
FL12062,2023-02-01,2,Winter,Wednesday,Atlantic Wings,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,10:45,41.0,49.0,189.0,135,Technical,0,380.0,156.37,3.0
FL12686,2023-02-01,2,Winter,Wednesday,Atlantic Wings,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,13:15,62.0,57.0,150.0,85,Security,0,399.0,123.14,3.1
FL11911,2023-02-01,2,Winter,Wednesday,Atlantic Wings,Airbus A380,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,12:35,6.0,10.0,433.0,420,Late Aircraft,0,354.0,396.41,3.1
FL10599,2023-02-02,2,Winter,Thursday,AeroSwift,Embraer E190,Bristol,Malaga,Bristol → Malaga,1620,14:20,8.0,17.0,162.0,145,Late Aircraft,0,288.0,95.63,4.4
FL12522,2023-02-02,2,Winter,Thursday,CloudJet,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,10:25,9.0,4.0,143.0,135,Crew Availability,0,164.0,67.84,3.4
FL14980,2023-02-02,2,Winter,Thursday,AeroSwift,Boeing 787,Manchester,Barcelona,Manchester → Barcelona,1440,11:40,2.0,1.0,137.0,130,Security,0,80.0,104.56,4.1
FL11824,2023-02-02,2,Winter,Thursday,NovaStar,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,09:10,14.0,20.0,166.0,145,Late Aircraft,0,228.0,97.48,4.0
FL10984,2023-02-02,2,Winter,Thursday,PolarAir,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,10:20,11.0,15.0,223.0,210,Security,0,276.0,180.66,4.0
FL10674,2023-02-02,2,Winter,Thursday,NovaStar,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,06:25,0.0,7.0,753.0,745,On Time,0,87.0,539.44,4.1
FL10459,2023-02-02,2,Winter,Thursday,PolarAir,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,08:25,0.0,6.0,430.0,415,On Time,0,78.0,363.91,3.8
FL14231,2023-02-03,2,Winter,Friday,NovaStar,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,08:40,46.0,43.0,92.0,50,Late Aircraft,0,210.0,49.0,2.9
FL11033,2023-02-03,2,Winter,Friday,AeroSwift,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,20:25,0.0,14.0,155.0,135,On Time,0,401.0,66.24,4.5
FL12253,2023-02-03,2,Winter,Friday,SkyWing Air,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,22:45,0.0,1.0,411.0,415,On Time,0,217.0,400.04,4.1
FL11224,2023-02-03,2,Winter,Friday,PolarAir,Boeing 787,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,14:15,38.0,47.0,181.0,135,Security,0,196.0,92.76,
FL13290,2023-02-03,2,Winter,Friday,NovaStar,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,17:45,4.0,6.0,441.0,430,Security,0,307.0,290.62,3.8
FL13620,2023-02-03,2,Winter,Friday,SkyWing Air,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,15:25,38.0,33.0,463.0,430,Technical,0,276.0,379.87,2.8
FL10398,2023-02-03,2,Winter,Friday,CloudJet,Boeing 787,London Heathrow,Dubai,London Heathrow → Dubai,5490,14:45,42.0,38.0,461.0,415,Late Aircraft,0,256.0,344.52,2.4
FL12561,2023-02-03,2,Winter,Friday,Atlantic Wings,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,19:55,4.0,0.0,147.0,145,Crew Availability,0,114.0,87.78,3.6
FL13376,2023-02-03,2,Winter,Friday,CloudJet,Boeing 787,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,06:25,3.0,16.0,446.0,420,Crew Availability,0,385.0,405.07,4.0
FL11595,2023-02-04,2,Winter,Saturday,PolarAir,Boeing 787,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,16:55,0.0,6.0,746.0,745,On Time,0,166.0,620.25,4.5
FL14463,2023-02-04,2,Winter,Saturday,AeroSwift,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,16:20,26.0,28.0,161.0,135,Technical,0,405.0,88.99,4.3
FL10329,2023-02-04,2,Winter,Saturday,AeroSwift,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,09:05,0.0,0.0,155.0,145,On Time,0,259.0,73.92,4.6
FL13766,2023-02-04,2,Winter,Saturday,Atlantic Wings,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,12:15,10.0,9.0,756.0,745,Late Aircraft,0,174.0,720.96,3.8
FL12583,2023-02-04,2,Winter,Saturday,Atlantic Wings,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,12:55,5.0,8.0,150.0,135,Crew Availability,0,287.0,66.37,3.8
FL13931,2023-02-04,2,Winter,Saturday,PolarAir,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:20,47.0,60.0,478.0,420,Crew Availability,0,309.0,318.93,2.6
